date,total_new_cases,tokyo_new_cases,total_weekly_diff,tokyo_weekly_diff,total_severe_cases,tokyo_severe_cases,total_cum_deaths,tokyo_cum_deaths,total_daily_deaths,tokyo_daily_deaths
20200116,1,0,1,0,,,,,,
20200117,0,0,0,0,,,,,,
20200118,0,0,0,0,,,,,,
20200119,0,0,0,0,,,,,,
20200120,0,0,0,0,,,,,,
20200121,0,0,0,0,,,,,,
20200122,0,0,0,0,,,,,,
20200123,0,0,-1,0,,,,,,
20200124,1,1,1,1,,,,,,
20200125,1,1,1,1,,,,,,
20200126,1,0,1,0,,,,,,
20200127,0,0,0,0,,,,,,
20200128,3,0,3,0,,,,,,
20200129,1,0,1,0,,,,,,
20200130,4,1,4,1,,,,,,
20200131,0,0,-1,-1,,,,,,
20200201,0,0,-1,-1,,,,,,
20200202,0,0,-1,0,,,,,,
20200203,0,0,0,0,,,,,,
20200204,1,0,-2,0,,,,,,
20200205,2,0,1,0,,,,,,
20200206,0,0,-4,-1,,,,,,
20200207,0,0,0,0,,,,,,
20200208,0,0,0,0,,,,,,
20200209,0,0,0,0,,,,,,
20200210,0,0,0,0,,,,,,
20200211,1,0,0,0,,,,,,
20200212,1,0,-1,0,,,,,,
20200213,3,0,3,0,,,,,,
20200214,5,0,5,0,,,,,,
20200215,4,0,4,0,,,,,,
20200216,1,0,1,0,,,,,,
20200217,6,0,6,0,,,,,,
20200218,8,3,7,3,,,,,,
20200219,9,3,8,3,,,,,,
20200220,8,0,5,0,,,,,,
20200221,13,3,8,3,,,,,,
20200222,23,1,19,1,,,,,,
20200223,10,0,9,0,,,,,,
20200224,16,3,10,3,,,,,,
20200225,8,0,0,-3,,,,,,
20200226,22,3,13,0,,,,,,
20200227,24,1,16,1,,,,,,
20200228,19,0,6,-3,,,,,,
20200229,9,1,-14,0,,,,,,
20200301,14,2,4,2,,,,,,
20200302,14,0,-2,-3,,,,,,
20200303,22,1,14,1,,,,,,
20200304,34,4,12,1,,,,,,
20200305,33,8,9,7,,,,,,
20200306,54,6,35,6,,,,,,
20200307,44,6,35,5,,,,,,
20200308,35,0,21,-2,,,,,,
20200309,27,0,13,0,,,,,,
20200310,60,3,38,2,,,,,,
20200311,52,6,18,2,,,,,,
20200312,55,2,22,-6,,,,,,
20200313,34,2,-20,-4,,,,,,
20200314,62,10,18,4,,,,,,
20200315,29,3,-6,3,,,,,,
20200316,16,0,-11,0,,,,,,
20200317,45,12,-15,9,,,,,,
20200318,39,9,-13,3,,,,,,
20200319,39,7,-16,5,,,,,,
20200320,52,11,18,9,,,,,,
20200321,35,7,-27,-3,,,,,,
20200322,45,3,16,0,,,,,,
20200323,39,16,23,16,,,,,,
20200324,89,36,44,24,,,,,,
20200325,93,41,54,32,,,,,,
20200326,93,46,54,39,,,,,,
20200327,96,21,44,10,,,,,,
20200328,222,64,187,57,,,,,,
20200329,151,72,106,69,,,,,,
20200330,80,12,41,-4,,,,,,
20200331,227,79,138,43,,,,,,
20200401,257,67,164,26,,,,,,
20200402,281,98,188,52,,,,,,
20200403,353,92,257,71,,,,,,
20200404,365,118,143,54,,,,,,
20200405,346,141,195,69,,,,,,
20200406,248,85,168,73,,,,,,
20200407,365,87,138,8,,,,,,
20200408,522,155,265,88,,,,,,
20200409,574,182,293,84,,,,,,
20200410,640,199,287,107,,,,,,
20200411,644,200,279,82,,,,,,
20200412,486,174,140,33,,,,,,
20200413,387,100,139,15,,,,,,
20200414,446,159,81,72,,,,,,
20200415,552,127,30,-28,,,,,,
20200416,558,150,-16,-32,,,,,,
20200417,572,204,-68,5,,,,,,
20200418,577,185,-67,-15,,,,,,
20200419,377,108,-109,-66,,,,,,
20200420,346,102,-41,2,,,,,,
20200421,389,125,-57,-34,,,,,,
20200422,446,123,-106,-4,,,,,,
20200423,439,134,-119,-16,,,,,,
20200424,444,171,-128,-33,,,,,,
20200425,371,119,-206,-66,,,,,,
20200426,224,82,-153,-26,,,,,,
20200427,182,41,-164,-61,,,,,,
20200428,279,114,-110,-11,,,,,,
20200429,217,46,-229,-77,,,,,,
20200430,202,59,-237,-75,,,,,,
20200501,282,165,-162,-6,,,,,,
20200502,288,154,-83,35,,,,,,
20200503,195,93,-29,11,,,,,,
20200504,181,88,-1,47,,,,,,
20200505,119,57,-160,-57,,,,,,
20200506,104,37,-113,-9,,,,,,
20200507,107,23,-95,-36,,,,,,
20200508,88,39,-194,-126,,,,,,
20200509,108,36,-180,-118,267.0,83.0,613.0,180.0,613.0,180.0
20200510,66,22,-129,-71,249.0,71.0,621.0,180.0,8.0,0.0
20200511,58,15,-123,-73,243.0,65.0,643.0,189.0,22.0,9.0
20200512,87,27,-32,-30,259.0,56.0,668.0,196.0,25.0,7.0
20200513,55,10,-49,-27,245.0,52.0,687.0,203.0,19.0,7.0
20200514,99,30,-8,7,237.0,54.0,710.0,212.0,23.0,9.0
20200515,55,9,-33,-30,232.0,53.0,725.0,219.0,15.0,7.0
20200516,56,14,-52,-22,230.0,55.0,744.0,230.0,19.0,11.0
20200517,29,5,-37,-17,228.0,54.0,749.0,237.0,5.0,7.0
20200518,30,10,-28,-5,213.0,52.0,763.0,241.0,14.0,4.0
20200519,32,5,-55,-22,210.0,49.0,771.0,244.0,8.0,3.0
20200520,37,5,-18,-5,195.0,44.0,777.0,247.0,6.0,3.0
20200521,45,11,-54,-19,176.0,42.0,796.0,256.0,19.0,9.0
20200522,30,2,-25,-7,174.0,42.0,808.0,263.0,12.0,7.0
20200523,30,3,-26,-11,168.0,43.0,820.0,271.0,12.0,8.0
20200524,40,14,11,9,165.0,41.0,830.0,280.0,10.0,9.0
20200525,22,8,-8,-2,155.0,39.0,846.0,288.0,16.0,8.0
20200526,27,10,-5,5,147.0,33.0,858.0,292.0,12.0,4.0
20200527,37,11,0,6,136.0,31.0,867.0,296.0,9.0,4.0
20200528,62,15,17,4,131.0,32.0,874.0,299.0,7.0,3.0
20200529,63,21,33,19,123.0,31.0,886.0,302.0,12.0,3.0
20200530,46,14,16,11,119.0,31.0,891.0,304.0,5.0,2.0
20200531,33,5,-7,-9,115.0,28.0,892.0,305.0,1.0,1.0
20200601,36,13,14,5,113.0,29.0,894.0,305.0,2.0,0.0
20200602,51,34,24,24,101.0,26.0,900.0,306.0,6.0,1.0
20200603,26,12,-11,1,102.0,27.0,903.0,306.0,3.0,0.0
20200604,45,28,-17,13,98.0,27.0,907.0,307.0,4.0,1.0
20200605,41,20,-22,-1,99.0,26.0,914.0,309.0,7.0,2.0
20200606,45,26,-1,12,98.0,26.0,916.0,311.0,2.0,2.0
20200607,32,14,-1,9,99.0,26.0,916.0,311.0,0.0,0.0
20200608,22,13,-14,0,92.0,24.0,916.0,311.0,0.0,0.0
20200609,30,12,-21,-22,91.0,23.0,919.0,311.0,3.0,0.0
20200610,36,18,10,6,88.0,22.0,920.0,311.0,1.0,0.0
20200611,40,22,-5,-6,82.0,21.0,922.0,311.0,2.0,0.0
20200612,57,25,16,5,76.0,23.0,924.0,313.0,2.0,2.0
20200613,43,24,-2,-2,73.0,22.0,925.0,314.0,1.0,1.0
20200614,62,47,30,33,71.0,19.0,925.0,314.0,0.0,0.0
20200615,60,48,38,35,80.0,21.0,927.0,314.0,2.0,0.0
20200616,42,27,12,15,70.0,22.0,931.0,316.0,4.0,2.0
20200617,43,16,7,-2,62.0,20.0,935.0,317.0,4.0,1.0
20200618,68,41,28,19,62.0,19.0,935.0,317.0,0.0,0.0
20200619,54,35,-3,10,61.0,18.0,952.0,320.0,17.0,3.0
20200620,65,39,22,15,59.0,18.0,953.0,320.0,1.0,0.0
20200621,48,34,-14,-13,59.0,18.0,953.0,320.0,0.0,0.0
20200622,40,29,-20,-19,62.0,19.0,955.0,321.0,2.0,1.0
20200623,53,31,11,4,60.0,20.0,963.0,323.0,8.0,2.0
20200624,89,55,46,39,58.0,20.0,967.0,325.0,4.0,2.0
20200625,79,48,11,7,51.0,19.0,968.0,325.0,1.0,0.0
20200626,99,54,45,19,48.0,17.0,970.0,325.0,2.0,0.0
20200627,88,57,23,18,45.0,14.0,970.0,325.0,0.0,0.0
20200628,111,60,63,26,43.0,13.0,971.0,325.0,1.0,0.0
20200629,110,58,70,29,42.0,12.0,971.0,325.0,0.0,0.0
20200630,132,54,79,23,40.0,10.0,973.0,325.0,2.0,0.0
20200701,125,67,36,12,37.0,10.0,974.0,325.0,1.0,0.0
20200702,194,107,115,59,33.0,9.0,975.0,325.0,1.0,0.0
20200703,249,124,150,70,32.0,9.0,976.0,325.0,1.0,0.0
20200704,268,131,180,74,33.0,9.0,976.0,325.0,0.0,0.0
20200705,195,111,84,51,34.0,9.0,976.0,325.0,0.0,0.0
20200706,174,102,64,44,36.0,8.0,977.0,325.0,1.0,0.0
20200707,203,106,71,52,35.0,8.0,979.0,325.0,2.0,0.0
20200708,203,75,78,8,38.0,6.0,980.0,325.0,1.0,0.0
20200709,352,224,158,117,31.0,6.0,981.0,325.0,1.0,0.0
20200710,418,243,169,119,33.0,5.0,981.0,325.0,0.0,0.0
20200711,374,206,106,75,32.0,5.0,981.0,325.0,0.0,0.0
20200712,390,206,195,95,34.0,5.0,981.0,325.0,0.0,0.0
20200713,246,118,72,16,40.0,6.0,981.0,325.0,0.0,0.0
20200714,326,143,123,37,38.0,7.0,983.0,325.0,2.0,0.0
20200715,438,165,235,90,37.0,8.0,984.0,326.0,1.0,1.0
20200716,619,286,267,62,39.0,7.0,984.0,326.0,0.0,0.0
20200717,588,293,170,50,41.0,10.0,984.0,326.0,0.0,0.0
20200718,654,290,280,84,43.0,10.0,984.0,326.0,0.0,0.0
20200719,501,188,111,-18,47.0,12.0,984.0,326.0,0.0,0.0
20200720,405,168,159,50,52.0,13.0,987.0,327.0,3.0,1.0
20200721,618,237,292,94,55.0,14.0,988.0,327.0,1.0,0.0
20200722,792,238,354,73,59.0,18.0,989.0,327.0,1.0,0.0
20200723,966,366,347,80,68.0,21.0,991.0,327.0,2.0,0.0
20200724,766,260,178,-33,64.0,16.0,992.0,327.0,1.0,0.0
20200725,796,295,142,5,66.0,16.0,995.0,328.0,3.0,1.0
20200726,834,239,333,51,67.0,18.0,995.0,328.0,0.0,0.0
20200727,583,131,178,-37,76.0,19.0,997.0,328.0,2.0,0.0
20200728,971,266,353,29,81.0,21.0,1000.0,328.0,3.0,0.0
20200729,1245,250,453,12,90.0,22.0,1003.0,329.0,3.0,1.0
20200730,1305,367,339,1,87.0,22.0,1005.0,330.0,2.0,1.0
20200731,1575,462,809,202,80.0,16.0,1010.0,332.0,5.0,2.0
20200801,1537,472,741,177,84.0,15.0,1011.0,332.0,1.0,0.0
20200802,1325,292,491,53,83.0,15.0,1011.0,332.0,0.0,0.0
20200803,941,258,358,127,88.0,15.0,1015.0,333.0,4.0,1.0
20200804,1240,309,269,43,104.0,22.0,1021.0,333.0,6.0,0.0
20200805,1344,263,99,13,116.0,21.0,1025.0,333.0,4.0,0.0
20200806,1479,360,174,-7,132.0,21.0,1032.0,333.0,7.0,0.0
20200807,1597,461,22,-1,139.0,23.0,1036.0,333.0,4.0,0.0
20200808,1521,429,-16,-43,156.0,25.0,1039.0,333.0,3.0,0.0
20200809,1485,331,160,39,162.0,23.0,1046.0,333.0,7.0,0.0
20200810,829,197,-112,-61,171.0,24.0,1051.0,334.0,5.0,1.0
20200811,691,188,-549,-121,177.0,22.0,1058.0,336.0,7.0,2.0
20200812,969,222,-375,-41,203.0,21.0,1062.0,336.0,4.0,0.0
20200813,1175,206,-304,-154,211.0,21.0,1072.0,338.0,10.0,2.0
20200814,1355,389,-242,-72,229.0,24.0,1084.0,338.0,12.0,0.0
20200815,1233,385,-288,-44,232.0,23.0,1087.0,338.0,3.0,0.0
20200816,1015,260,-470,-71,242.0,25.0,1098.0,340.0,11.0,2.0
20200817,630,161,-199,-36,243.0,27.0,1114.0,341.0,16.0,1.0
20200818,903,207,212,19,239.0,31.0,1127.0,344.0,13.0,3.0
20200819,1078,186,109,-36,237.0,32.0,1143.0,347.0,16.0,3.0
20200820,1176,339,1,133,247.0,36.0,1154.0,348.0,11.0,1.0
20200821,1035,258,-320,-131,246.0,33.0,1168.0,350.0,14.0,2.0
20200822,985,256,-248,-129,258.0,37.0,1175.0,350.0,7.0,0.0
20200823,737,212,-278,-48,262.0,39.0,1180.0,350.0,5.0,0.0
20200824,491,95,-139,-66,255.0,38.0,1195.0,352.0,15.0,2.0
20200825,709,182,-194,-25,251.0,34.0,1208.0,354.0,13.0,2.0
20200826,893,236,-185,50,243.0,31.0,1225.0,356.0,17.0,2.0
20200827,870,250,-306,-89,232.0,31.0,1237.0,356.0,12.0,0.0
20200828,869,226,-166,-32,233.0,30.0,1254.0,358.0,17.0,2.0
20200829,841,247,-144,-9,237.0,32.0,1263.0,358.0,9.0,0.0
20200830,598,148,-139,-64,239.0,34.0,1278.0,360.0,15.0,2.0
20200831,430,100,-61,5,237.0,32.0,1295.0,363.0,17.0,3.0
20200901,624,170,-85,-12,228.0,29.0,1306.0,364.0,11.0,1.0
20200902,585,141,-308,-95,221.0,29.0,1318.0,364.0,12.0,0.0
20200903,654,211,-216,-39,217.0,27.0,1329.0,365.0,11.0,1.0
20200904,582,136,-287,-90,214.0,28.0,1348.0,369.0,19.0,4.0
20200905,598,181,-243,-66,215.0,27.0,1356.0,369.0,8.0,0.0
20200906,447,116,-151,-32,214.0,27.0,1362.0,369.0,6.0,0.0
20200907,285,76,-145,-24,207.0,24.0,1376.0,372.0,14.0,3.0
20200908,510,170,-114,0,207.0,21.0,1392.0,378.0,16.0,6.0
20200909,507,149,-78,8,202.0,24.0,1405.0,379.0,13.0,1.0
20200910,709,276,55,65,195.0,23.0,1411.0,379.0,6.0,0.0
20200911,637,187,55,51,194.0,24.0,1422.0,380.0,11.0,1.0
20200912,639,226,41,45,184.0,23.0,1438.0,382.0,16.0,2.0
20200913,438,146,-9,30,190.0,24.0,1441.0,382.0,3.0,0.0
20200914,262,80,-23,4,179.0,22.0,1450.0,384.0,9.0,2.0
20200915,530,191,20,21,183.0,21.0,1460.0,386.0,10.0,2.0
20200916,543,163,36,14,172.0,23.0,1472.0,389.0,12.0,3.0
20200917,478,171,-231,-105,176.0,27.0,1481.0,389.0,9.0,0.0
20200918,569,220,-68,33,166.0,26.0,1494.0,390.0,13.0,1.0
20200919,592,218,-47,-8,165.0,25.0,1499.0,390.0,5.0,0.0
20200920,469,162,31,16,169.0,27.0,1499.0,390.0,0.0,0.0
20200921,306,97,44,17,169.0,27.0,1507.0,391.0,8.0,1.0
20200922,321,88,-209,-103,170.0,30.0,1511.0,391.0,4.0,0.0
20200923,216,59,-327,-104,170.0,28.0,1519.0,392.0,8.0,1.0
20200924,475,193,-3,22,167.0,29.0,1531.0,395.0,12.0,3.0
20200925,567,195,-2,-25,160.0,30.0,1539.0,399.0,8.0,4.0
20200926,634,269,42,51,164.0,29.0,1544.0,400.0,5.0,1.0
20200927,478,144,9,-18,163.0,29.0,1547.0,400.0,3.0,0.0
20200928,294,78,-12,-19,165.0,26.0,1556.0,406.0,9.0,6.0
20200929,527,211,206,123,155.0,23.0,1563.0,407.0,7.0,1.0
20200930,569,194,353,135,155.0,21.0,1570.0,408.0,7.0,1.0
20201001,619,234,144,41,149.0,22.0,1577.0,409.0,7.0,1.0
20201002,537,196,-30,1,141.0,22.0,1589.0,409.0,12.0,0.0
20201003,562,205,-72,-64,137.0,25.0,1596.0,411.0,7.0,2.0
20201004,394,107,-84,-37,135.0,26.0,1598.0,411.0,2.0,0.0
20201005,269,65,-25,-13,144.0,25.0,1601.0,413.0,3.0,2.0
20201006,495,176,-32,-35,145.0,25.0,1604.0,414.0,3.0,1.0
20201007,502,140,-67,-54,147.0,24.0,1612.0,416.0,8.0,2.0
20201008,623,248,4,14,145.0,22.0,1615.0,417.0,3.0,1.0
20201009,594,203,57,7,151.0,21.0,1623.0,421.0,8.0,4.0
20201010,666,248,104,43,149.0,24.0,1626.0,421.0,3.0,0.0
20201011,431,146,37,39,150.0,24.0,1628.0,421.0,2.0,0.0
20201012,272,78,3,13,152.0,25.0,1633.0,421.0,5.0,0.0
20201013,491,166,-4,-10,154.0,27.0,1637.0,423.0,4.0,2.0
20201014,550,177,48,37,150.0,25.0,1645.0,425.0,8.0,2.0
20201015,703,284,80,36,152.0,25.0,1649.0,427.0,4.0,2.0
20201016,633,183,39,-20,152.0,25.0,1660.0,431.0,11.0,4.0
20201017,611,235,-55,-13,149.0,23.0,1669.0,434.0,9.0,3.0
20201018,422,132,-9,-14,148.0,24.0,1673.0,436.0,4.0,2.0
20201019,313,78,41,0,146.0,24.0,1675.0,436.0,2.0,0.0
20201020,475,139,-16,-27,153.0,24.0,1678.0,437.0,3.0,1.0
20201021,611,145,61,-32,153.0,24.0,1684.0,439.0,6.0,2.0
20201022,609,185,-94,-99,154.0,24.0,1693.0,442.0,9.0,3.0
20201023,742,186,109,3,156.0,23.0,1705.0,445.0,12.0,3.0
20201024,712,201,101,-34,160.0,25.0,1710.0,445.0,5.0,0.0
20201025,486,124,64,-8,163.0,28.0,1717.0,447.0,7.0,2.0
20201026,401,102,88,24,166.0,29.0,1724.0,450.0,7.0,3.0
20201027,646,158,171,19,167.0,33.0,1729.0,451.0,5.0,1.0
20201028,724,171,113,26,162.0,30.0,1732.0,451.0,3.0,0.0
20201029,803,220,194,35,157.0,29.0,1743.0,453.0,11.0,2.0
20201030,767,203,25,17,162.0,31.0,1754.0,455.0,11.0,2.0
20201031,866,215,154,14,161.0,33.0,1765.0,455.0,11.0,0.0
20201101,603,116,117,-8,164.0,34.0,1773.0,455.0,8.0,0.0
20201102,480,87,79,-15,164.0,32.0,1779.0,459.0,6.0,4.0
20201103,860,209,214,51,166.0,32.0,1785.0,459.0,6.0,0.0
20201104,606,122,-118,-49,184.0,35.0,1793.0,459.0,8.0,0.0
20201105,1046,269,243,49,190.0,38.0,1805.0,461.0,12.0,2.0
20201106,1137,242,370,39,195.0,37.0,1808.0,461.0,3.0,0.0
20201107,1301,294,435,79,197.0,36.0,1811.0,461.0,3.0,0.0
20201108,934,189,331,73,205.0,36.0,1817.0,461.0,6.0,0.0
20201109,770,156,290,69,209.0,35.0,1828.0,462.0,11.0,1.0
20201110,1276,293,416,84,204.0,33.0,1840.0,465.0,12.0,3.0
20201111,1540,316,934,194,226.0,38.0,1850.0,468.0,10.0,3.0
20201112,1624,392,578,123,231.0,39.0,1866.0,470.0,16.0,2.0
20201113,1703,374,566,132,234.0,39.0,1879.0,470.0,13.0,0.0
20201114,1721,352,420,58,243.0,41.0,1882.0,470.0,3.0,0.0
20201115,1428,255,494,66,251.0,38.0,1884.0,470.0,2.0,0.0
20201116,949,180,179,24,272.0,40.0,1902.0,472.0,18.0,2.0
20201117,1685,298,409,5,276.0,42.0,1912.0,476.0,10.0,4.0
20201118,2173,486,633,170,280.0,39.0,1921.0,476.0,9.0,0.0
20201119,2382,531,758,139,291.0,38.0,1942.0,476.0,21.0,0.0
20201120,2425,522,722,148,313.0,37.0,1962.0,477.0,20.0,1.0
20201121,2570,539,849,187,323.0,40.0,1973.0,478.0,11.0,1.0
20201122,2146,390,718,135,331.0,40.0,1980.0,479.0,7.0,1.0
20201123,1513,315,564,135,345.0,41.0,1988.0,479.0,8.0,0.0
20201124,1219,188,-466,-110,376.0,51.0,2000.0,479.0,12.0,0.0
20201125,1925,402,-248,-84,410.0,54.0,2021.0,482.0,21.0,3.0
20201126,2494,482,112,-49,435.0,60.0,2050.0,485.0,29.0,3.0
20201127,2510,570,85,48,440.0,61.0,2073.0,488.0,23.0,3.0
20201128,2667,561,97,22,462.0,67.0,2105.0,488.0,32.0,0.0
20201129,2046,419,-100,29,472.0,67.0,2118.0,488.0,13.0,0.0
20201130,1425,312,-88,-3,493.0,70.0,2138.0,489.0,20.0,1.0
20201201,2014,370,795,182,488.0,62.0,2171.0,494.0,33.0,5.0
20201202,2419,501,494,99,497.0,59.0,2212.0,499.0,41.0,5.0
20201203,2505,532,11,50,505.0,54.0,2239.0,501.0,27.0,2.0
20201204,2435,459,-75,-111,520.0,53.0,2282.0,509.0,43.0,8.0
20201205,2496,584,-171,23,519.0,55.0,2314.0,511.0,32.0,2.0
20201206,2010,328,-36,-91,530.0,54.0,2334.0,511.0,20.0,0.0
20201207,1502,301,77,-11,536.0,55.0,2381.0,517.0,47.0,6.0
20201208,2166,354,152,-16,555.0,60.0,2419.0,523.0,38.0,6.0
20201209,2801,574,382,73,543.0,59.0,2464.0,528.0,45.0,5.0
20201210,2966,601,461,69,554.0,59.0,2501.0,530.0,37.0,2.0
20201211,2795,596,360,137,578.0,67.0,2533.0,535.0,32.0,5.0
20201212,3010,621,514,37,583.0,68.0,2561.0,535.0,28.0,0.0
20201213,2375,481,365,153,588.0,70.0,2584.0,535.0,23.0,0.0
20201214,1681,305,179,4,592.0,73.0,2642.0,538.0,58.0,3.0
20201215,2400,457,234,103,618.0,78.0,2687.0,547.0,45.0,9.0
20201216,2990,681,189,107,605.0,69.0,2738.0,557.0,51.0,10.0
20201217,3206,822,240,221,609.0,66.0,2782.0,557.0,44.0,0.0
20201218,2832,664,37,68,598.0,66.0,2827.0,561.0,45.0,4.0
20201219,3040,736,30,115,593.0,62.0,2872.0,566.0,45.0,5.0
20201220,2398,556,23,75,603.0,66.0,2899.0,566.0,27.0,0.0
20201221,1791,397,110,92,620.0,63.0,2943.0,567.0,44.0,1.0
20201222,2674,570,274,113,619.0,64.0,2993.0,568.0,50.0,1.0
20201223,3270,758,280,77,644.0,69.0,3049.0,578.0,56.0,10.0
