date,total_new_cases,tokyo_new_cases,total_weekly_diff,tokyo_weekly_diff,total_severe_cases,tokyo_severe_cases,total_cum_deaths,tokyo_cum_deaths,total_daily_deaths,tokyo_daily_deaths
20220517,43851,4312,-5983,-724,125.0,2.0,30206.0,4413.0,33.0,9.0
20220518,42257,4518,-3158,-241,110.0,1.0,30258.0,4420.0,52.0,7.0
20220519,36788,3804,-1816,-340,106.0,2.0,30294.0,4425.0,36.0,5.0
20220520,35041,3548,-1955,-278,101.0,3.0,30338.0,4432.0,44.0,7.0
20220521,35942,3935,-3595,-56,92.0,3.0,30375.0,4439.0,37.0,7.0
20220522,26838,2884,-3756,-312,96.0,3.0,30391.0,4445.0,16.0,6.0
20220523,12821,1503,-2508,-222,100.0,4.0,30421.0,4451.0,30.0,6.0
20220524,37885,3841,-5966,-471,103.0,4.0,30453.0,4456.0,32.0,5.0
20220525,34736,3745,-7521,-773,95.0,4.0,30502.0,4464.0,49.0,8.0
20220526,28169,3029,-8619,-775,90.0,3.0,30542.0,4474.0,40.0,10.0
20220527,24963,2645,-10078,-903,81.0,2.0,30581.0,4482.0,39.0,8.0
20220528,25039,2556,-10903,-1379,88.0,3.0,30620.0,4489.0,39.0,7.0
20220529,17390,1930,-9448,-954,90.0,3.0,30642.0,4493.0,22.0,4.0
20220530,8375,1040,-4446,-463,93.0,4.0,30666.0,4496.0,24.0,3.0
20220531,24867,2628,-13018,-1213,95.0,3.0,30702.0,4502.0,36.0,6.0
20220601,22874,2489,-11862,-1256,92.0,3.0,30737.0,4507.0,35.0,5.0
20220602,19362,2257,-8807,-772,86.0,1.0,30761.0,4512.0,24.0,5.0
20220603,17939,2009,-7024,-636,84.0,2.0,30796.0,4516.0,35.0,4.0
20220604,17948,1954,-7091,-602,77.0,2.0,30819.0,4521.0,23.0,5.0
20220605,13368,1459,-4022,-471,75.0,2.0,30836.0,4523.0,17.0,2.0
20220606,6612,801,-1763,-239,76.0,2.0,30857.0,4523.0,21.0,0.0
20220607,20119,1978,-4748,-650,79.0,2.0,30881.0,4524.0,24.0,1.0
20220608,18256,2064,-4618,-425,77.0,3.0,30902.0,4526.0,21.0,2.0
20220609,15918,1721,-3444,-536,77.0,2.0,30928.0,4530.0,26.0,4.0
20220610,14735,1602,-3204,-407,69.0,4.0,30950.0,4533.0,22.0,3.0
20220611,15442,1644,-2506,-310,66.0,4.0,30963.0,4535.0,13.0,2.0
20220612,11877,1342,-1491,-117,61.0,4.0,30975.0,4535.0,12.0,0.0
20220613,6027,800,-585,-1,61.0,4.0,30994.0,4537.0,19.0,2.0
20220614,17777,1893,-2342,-85,53.0,0.0,31019.0,4543.0,25.0,6.0
20220615,16542,1961,-1714,-103,44.0,1.0,31047.0,4546.0,28.0,3.0
20220616,14869,1707,-1049,-14,40.0,0.0,31064.0,4549.0,17.0,3.0
20220617,13894,1608,-841,6,39.0,0.0,31087.0,4553.0,23.0,4.0
20220618,15317,1898,-125,254,41.0,0.0,31107.0,4557.0,20.0,4.0
20220619,11652,1487,-225,145,41.0,0.0,31116.0,4561.0,9.0,4.0
20220620,5737,828,-290,28,34.0,0.0,31129.0,4561.0,13.0,0.0
20220621,18270,2252,493,359,36.0,0.0,31141.0,4561.0,12.0,0.0
20220622,17290,2501,748,540,38.0,0.0,31161.0,4562.0,20.0,1.0
20220623,16113,2332,1244,625,36.0,1.0,31175.0,4563.0,14.0,1.0
20220624,14910,2101,1016,493,36.0,2.0,31191.0,4565.0,16.0,2.0
20220625,16538,2348,1221,450,40.0,3.0,31200.0,4567.0,9.0,2.0
20220626,13018,1958,1366,471,45.0,3.0,31210.0,4568.0,10.0,1.0
20220627,7204,1191,1467,363,46.0,4.0,31223.0,4568.0,13.0,0.0
20220628,23103,3210,4833,958,50.0,5.0,31238.0,4570.0,15.0,2.0
20220629,23836,3880,6546,1379,52.0,5.0,31258.0,4573.0,20.0,3.0
20220630,23008,3724,6895,1392,52.0,3.0,31273.0,4575.0,15.0,2.0
20220701,23131,3546,8221,1445,55.0,4.0,31289.0,4577.0,16.0,2.0
20220702,24885,3616,8347,1268,61.0,5.0,31300.0,4578.0,11.0,1.0
20220703,23269,3788,10251,1830,62.0,5.0,31308.0,4579.0,8.0,1.0
20220704,16791,2772,9587,1581,60.0,6.0,31324.0,4580.0,16.0,1.0
20220705,36167,5302,13064,2092,68.0,7.0,31340.0,4583.0,16.0,3.0
20220706,45797,8341,21961,4461,67.0,8.0,31355.0,4585.0,15.0,2.0
20220707,47961,8529,24953,4805,71.0,6.0,31369.0,4585.0,14.0,0.0
20220708,50082,8777,26951,5231,74.0,7.0,31395.0,4586.0,26.0,1.0
20220709,54993,9716,30108,6100,80.0,10.0,31408.0,4586.0,13.0,0.0
20220710,54046,9482,30777,5694,75.0,10.0,31418.0,4587.0,10.0,1.0
20220711,37124,6231,20333,3459,83.0,9.0,31437.0,4587.0,19.0,0.0
20220712,75995,11511,39828,6209,90.0,12.0,31457.0,4588.0,20.0,1.0
20220713,94466,16878,48669,8537,100.0,13.0,31486.0,4590.0,29.0,2.0
20220714,97768,16662,49807,8133,107.0,15.0,31520.0,4592.0,34.0,2.0
20220715,103287,19059,53205,10282,114.0,16.0,31551.0,4594.0,31.0,2.0
20220716,110660,18919,55667,9203,129.0,14.0,31572.0,4596.0,21.0,2.0
20220717,105550,17790,51504,8308,144.0,13.0,31586.0,4597.0,14.0,1.0
20220718,76164,12696,39040,6465,155.0,15.0,31602.0,4598.0,16.0,1.0
20220719,66725,11018,-9270,-493,176.0,19.0,31635.0,4598.0,33.0,0.0
20220720,152495,20401,58029,3523,189.0,18.0,31689.0,4602.0,54.0,4.0
20220721,186209,31878,88441,15216,191.0,15.0,31727.0,4607.0,38.0,5.0
20220722,195136,34995,91849,15936,203.0,15.0,31791.0,4614.0,64.0,7.0
20220723,200937,32698,90277,13779,233.0,14.0,31844.0,4621.0,53.0,7.0
20220724,176517,28112,70967,10322,249.0,14.0,31877.0,4623.0,33.0,2.0
20220725,126535,22387,50371,9691,271.0,15.0,31932.0,4626.0,55.0,3.0
20220726,196453,31593,129728,20575,311.0,21.0,32040.0,4631.0,108.0,5.0
20220727,209657,29036,57162,8635,346.0,24.0,32162.0,4637.0,122.0,6.0
20220728,233066,40406,46857,8528,376.0,27.0,32278.0,4644.0,116.0,7.0
20220729,221409,36814,26273,1819,403.0,26.0,32408.0,4649.0,130.0,5.0
20220730,222274,33466,21337,768,427.0,24.0,32499.0,4661.0,91.0,12.0
20220731,197750,31541,21233,3429,428.0,23.0,32577.0,4669.0,78.0,8.0
20220801,139668,21958,13133,-429,464.0,29.0,32686.0,4672.0,109.0,3.0
20220802,211040,30842,14587,-751,478.0,34.0,32811.0,4681.0,125.0,9.0
20220803,249805,38940,40148,9904,516.0,35.0,32968.0,4693.0,157.0,12.0
20220804,238710,35339,5644,-5067,556.0,39.0,33151.0,4708.0,183.0,15.0
20220805,233730,37767,12321,953,567.0,38.0,33340.0,4729.0,189.0,21.0
20220806,227536,30970,5262,-2496,551.0,37.0,33501.0,4742.0,161.0,13.0
20220807,206463,26313,8713,-5228,555.0,36.0,33655.0,4754.0,154.0,12.0
20220808,137826,17884,-1842,-4074,581.0,39.0,33817.0,4767.0,162.0,13.0
20220809,212531,29115,1491,-1727,597.0,40.0,34067.0,4787.0,250.0,20.0
20220810,250377,34243,572,-4697,603.0,40.0,34315.0,4804.0,248.0,17.0
20220811,240169,31247,1459,-4092,637.0,40.0,34529.0,4826.0,214.0,22.0
20220812,168793,20401,-64937,-17366,625.0,42.0,34755.0,4856.0,226.0,30.0
20220813,183587,23773,-43949,-7197,613.0,43.0,34993.0,4888.0,238.0,32.0
20220814,178329,22740,-28134,-3573,607.0,42.0,35148.0,4901.0,155.0,13.0
20220815,138577,23135,751,5251,614.0,38.0,35363.0,4915.0,215.0,14.0
20220816,166174,23511,-46357,-5604,627.0,36.0,35647.0,4937.0,284.0,22.0
20220817,231472,29416,-18905,-4827,610.0,35.0,35947.0,4962.0,300.0,25.0
20220818,255508,27453,15339,-3794,627.0,33.0,36226.0,4989.0,279.0,27.0
20220819,261004,27676,92211,7275,616.0,34.0,36509.0,5017.0,283.0,28.0
20220820,253248,25277,69661,1504,632.0,36.0,36772.0,5040.0,263.0,23.0
20220821,226128,24780,47799,2040,640.0,38.0,37000.0,5069.0,228.0,29.0
20220822,141018,15085,2441,-8050,646.0,36.0,37269.0,5091.0,269.0,22.0
20220823,208516,21770,42342,-1741,636.0,39.0,37586.0,5116.0,317.0,25.0
20220824,243451,25444,11979,-3972,637.0,36.0,37879.0,5138.0,293.0,22.0
20220825,220917,23129,-34591,-4324,626.0,38.0,38189.0,5164.0,310.0,26.0
20220826,192377,18423,-68627,-9253,624.0,38.0,38514.0,5189.0,325.0,25.0
20220827,180125,17126,-73123,-8151,627.0,38.0,38762.0,5214.0,248.0,25.0
20220828,157788,15834,-68340,-8946,628.0,40.0,38997.0,5237.0,235.0,23.0
20220829,95898,9880,-45120,-5205,618.0,41.0,39245.0,5267.0,248.0,30.0
20220830,152529,14219,-55987,-7551,591.0,36.0,39556.0,5293.0,311.0,26.0
20220831,169771,15428,-73680,-10016,555.0,33.0,39872.0,5321.0,316.0,28.0
20220901,149868,14451,-71049,-8678,539.0,34.0,40190.0,5351.0,318.0,30.0
20220902,128691,12413,-63686,-6010,506.0,34.0,40537.0,5381.0,347.0,30.0
20220903,123072,12561,-57053,-4565,523.0,32.0,40821.0,5408.0,284.0,27.0
20220904,107781,9635,-50007,-6199,519.0,35.0,41046.0,5439.0,225.0,31.0
20220905,68019,7296,-27879,-2584,512.0,33.0,41285.0,5470.0,239.0,31.0
20220906,112175,9486,-40354,-4733,474.0,32.0,41567.0,5497.0,282.0,27.0
20220907,129771,13568,-40000,-1860,471.0,29.0,41832.0,5526.0,265.0,29.0
20220908,112391,10640,-37477,-3811,461.0,31.0,42093.0,5556.0,261.0,30.0
20220909,99474,9240,-29217,-3173,443.0,32.0,42305.0,5585.0,212.0,29.0
20220910,92721,9988,-30351,-2573,419.0,30.0,42502.0,5612.0,197.0,27.0
20220911,81470,7750,-26311,-1885,412.0,32.0,42629.0,5636.0,127.0,24.0
20220912,52897,5654,-15122,-1642,412.0,32.0,42786.0,5655.0,157.0,19.0
20220913,87548,8855,-24627,-631,376.0,28.0,42977.0,5675.0,191.0,20.0
20220914,100249,10593,-29522,-2975,364.0,26.0,43169.0,5691.0,192.0,16.0
20220915,85851,8825,-26540,-1815,326.0,26.0,43339.0,5705.0,170.0,14.0
20220916,75931,8636,-23543,-604,309.0,26.0,43525.0,5718.0,186.0,13.0
20220917,70964,8018,-21757,-1970,311.0,24.0,43664.0,5728.0,139.0,10.0
20220918,64018,8077,-17452,327,300.0,25.0,43746.0,5734.0,82.0,6.0
20220919,38048,4069,-14849,-1585,299.0,25.0,43819.0,5739.0,73.0,5.0
20220920,31738,3794,-55810,-5061,301.0,28.0,43943.0,5744.0,124.0,5.0
20220921,69821,7059,-30428,-3534,276.0,21.0,44063.0,5753.0,120.0,9.0
20220922,77371,8850,-8480,25,262.0,17.0,44169.0,5760.0,106.0,7.0
20220923,63849,7559,-12082,-1077,238.0,16.0,44260.0,5768.0,91.0,8.0
20220924,39198,4855,-31766,-3163,239.0,15.0,44329.0,5777.0,69.0,9.0
20220925,46766,5621,-17252,-2456,232.0,16.0,44373.0,5786.0,44.0,9.0
20220926,43563,6316,5515,2247,225.0,20.0,44461.0,5792.0,88.0,6.0
20220927,40450,5247,8712,1453,225.0,20.0,44461.0,5792.0,0.0,0.0
20220928,49841,5327,-19980,-1732,204.0,17.0,44557.0,5800.0,96.0,8.0
20220929,42203,5032,-35168,-3818,188.0,14.0,44684.0,5810.0,127.0,10.0
20220930,36699,4558,-27150,-3001,178.0,15.0,44795.0,5822.0,111.0,12.0
20221001,35420,3834,-3778,-1021,165.0,14.0,44906.0,5832.0,111.0,10.0
20221002,29516,2922,-17250,-2699,162.0,13.0,44977.0,5845.0,71.0,13.0
20221003,15182,1673,-28381,-4643,162.0,14.0,45030.0,5856.0,53.0,11.0
20221004,39591,4310,-859,-937,167.0,14.0,45095.0,5867.0,65.0,11.0
20221005,41086,4067,-8755,-1260,160.0,10.0,45174.0,5875.0,79.0,8.0
20221006,33527,3042,-8676,-1990,149.0,10.0,45265.0,5882.0,91.0,7.0
20221007,29861,3554,-6838,-1004,150.0,10.0,45338.0,5891.0,73.0,9.0
20221008,26775,2605,-8645,-1229,153.0,10.0,45427.0,5898.0,89.0,7.0
20221009,22725,2242,-6791,-680,137.0,9.0,45484.0,5904.0,57.0,6.0
20221010,13053,1372,-2129,-301,134.0,8.0,45534.0,5908.0,50.0,4.0
20221011,13145,1504,-26446,-2806,138.0,8.0,45561.0,5912.0,27.0,4.0
20221012,45553,4790,4467,723,135.0,12.0,45615.0,5918.0,54.0,6.0
20221013,45713,4338,12186,1296,143.0,13.0,45693.0,5923.0,78.0,5.0
20221014,36562,3495,6701,-59,131.0,10.0,45756.0,5928.0,63.0,5.0
20221015,34976,3239,8201,634,118.0,9.0,45823.0,5932.0,67.0,4.0
20221016,29683,2714,6958,472,121.0,9.0,45870.0,5936.0,47.0,4.0
20221017,15395,1588,2342,216,118.0,9.0,45890.0,5941.0,20.0,5.0
20221018,42344,4213,29199,2709,116.0,9.0,45946.0,5947.0,56.0,6.0
20221019,43586,4204,-1967,-586,125.0,9.0,46014.0,5952.0,68.0,5.0
20221020,36144,3489,-9569,-849,113.0,11.0,46085.0,5956.0,71.0,4.0
20221021,32009,2840,-4553,-655,106.0,9.0,46152.0,5962.0,67.0,6.0
20221022,33835,3231,-1141,-8,107.0,11.0,46230.0,5967.0,78.0,5.0
20221023,30865,2805,1182,91,115.0,11.0,46274.0,5971.0,44.0,4.0
20221024,16846,1735,1451,147,115.0,11.0,46309.0,5977.0,35.0,6.0
20221025,47769,4702,5425,489,118.0,14.0,46347.0,5980.0,38.0,3.0
20221026,50350,4347,6764,143,123.0,15.0,46414.0,5982.0,67.0,2.0
20221027,42576,3941,6432,452,120.0,17.0,46485.0,5986.0,71.0,4.0
20221028,39367,3520,7358,680,121.0,14.0,46536.0,5991.0,51.0,5.0
20221029,44528,4121,10693,890,129.0,14.0,46594.0,5995.0,58.0,4.0
20221030,40655,3687,9790,882,128.0,15.0,46636.0,6001.0,42.0,6.0
20221031,22399,2019,5553,284,129.0,15.0,46659.0,6005.0,23.0,4.0
20221101,65387,6520,17618,1818,136.0,18.0,46711.0,6010.0,52.0,5.0
20221102,70467,6346,20117,1999,141.0,16.0,46781.0,6013.0,70.0,3.0
20221103,67713,6686,25137,2745,146.0,18.0,46850.0,6015.0,69.0,2.0
20221104,34108,3090,-5259,-430,161.0,19.0,46909.0,6018.0,59.0,3.0
20221105,74330,7967,29802,3846,162.0,18.0,46981.0,6020.0,72.0,2.0
20221106,66573,6264,25918,2577,170.0,18.0,47027.0,6021.0,46.0,1.0
20221107,31692,3489,9293,1470,174.0,18.0,47069.0,6022.0,42.0,1.0
20221108,81517,8665,16130,2145,176.0,20.0,47139.0,6025.0,70.0,3.0
20221109,87419,9012,16952,2666,177.0,18.0,47236.0,6030.0,97.0,5.0
20221110,78475,7969,10762,1283,188.0,18.0,47336.0,6037.0,100.0,7.0
20221111,74124,7899,40016,4809,210.0,20.0,47417.0,6044.0,81.0,7.0
20221112,79589,8021,5259,54,224.0,20.0,47512.0,6052.0,95.0,8.0
20221113,68979,6922,2406,658,232.0,21.0,47579.0,6055.0,67.0,3.0
20221114,37595,4025,5903,536,239.0,21.0,47627.0,6059.0,48.0,4.0
20221115,102881,11196,21364,2531,257.0,26.0,47715.0,6064.0,88.0,5.0
20221116,107238,10114,19819,1102,263.0,23.0,47826.0,6071.0,111.0,7.0
20221117,93072,9755,14597,1786,258.0,22.0,47959.0,6077.0,133.0,6.0
20221118,84573,8292,10449,393,260.0,22.0,48058.0,6086.0,99.0,9.0
20221119,89958,9457,10369,1436,261.0,19.0,48159.0,6095.0,101.0,9.0
20221120,77759,7777,8780,855,262.0,19.0,48281.0,6102.0,122.0,7.0
20221121,42462,4619,4867,594,259.0,19.0,48338.0,6108.0,57.0,6.0
20221122,121558,12758,18677,1562,263.0,17.0,48482.0,6114.0,144.0,6.0
20221123,133435,12850,26197,2736,266.0,17.0,48642.0,6123.0,160.0,9.0
20221124,60128,5639,-32944,-4116,281.0,15.0,48772.0,6130.0,130.0,7.0
20221125,116882,12938,32309,4646,295.0,20.0,48872.0,6141.0,100.0,11.0
20221126,125350,13569,35392,4112,303.0,18.0,49036.0,6150.0,164.0,9.0
20221127,98400,10346,20641,2569,308.0,17.0,49178.0,6156.0,142.0,6.0
20221128,49164,5767,6702,1148,322.0,17.0,49281.0,6162.0,103.0,6.0
20221129,127485,14680,5927,1922,334.0,20.0,49434.0,6169.0,153.0,7.0
20221130,138485,14399,5050,1549,342.0,18.0,49644.0,6180.0,210.0,11.0
20221201,118259,12332,58131,6693,339.0,19.0,49826.0,6194.0,182.0,14.0
20221202,109994,11244,-6888,-1694,349.0,20.0,50013.0,6215.0,187.0,21.0
20221203,109632,13321,-15718,-248,341.0,20.0,50193.0,6228.0,180.0,13.0
20221204,89622,10454,-8778,108,353.0,20.0,50344.0,6244.0,151.0,16.0
20221205,47685,5388,-1479,-379,348.0,22.0,50461.0,6258.0,117.0,14.0
20221206,137265,15501,9780,821,361.0,21.0,50608.0,6277.0,147.0,19.0
20221207,149356,14946,10871,547,346.0,19.0,50819.0,6287.0,211.0,10.0
20221208,133109,14104,14850,1772,363.0,17.0,51062.0,6307.0,243.0,20.0
20221209,127730,13556,17736,2312,378.0,17.0,51290.0,6329.0,228.0,22.0
20221210,135783,14558,26151,1237,378.0,15.0,51512.0,6353.0,222.0,24.0
20221211,119462,12163,29840,1709,386.0,15.0,51702.0,6370.0,190.0,17.0
20221212,62374,7044,14689,1656,409.0,15.0,51829.0,6388.0,127.0,18.0
20221213,175938,19800,38673,4299,431.0,19.0,52043.0,6400.0,214.0,12.0
20221214,190843,18812,41487,3866,448.0,22.0,52287.0,6414.0,244.0,14.0
20221215,168494,17687,35385,3583,461.0,23.0,52564.0,6437.0,277.0,23.0
20221216,153873,16273,26143,2717,491.0,30.0,52823.0,6458.0,259.0,21.0
20221217,158620,17020,22837,2462,482.0,33.0,53087.0,6481.0,264.0,23.0
20221218,136418,13647,16956,1484,482.0,32.0,53319.0,6496.0,232.0,15.0
20221219,71342,7947,8968,903,476.0,32.0,53499.0,6507.0,180.0,11.0
20221220,185699,20513,9761,713,493.0,37.0,53730.0,6521.0,231.0,14.0
20221221,207084,21186,16241,2374,530.0,44.0,54026.0,6541.0,296.0,20.0
20221222,184316,18820,15822,1133,545.0,42.0,54365.0,6559.0,339.0,18.0
20221223,174337,17332,20464,1059,536.0,44.0,54680.0,6581.0,315.0,22.0
20221224,177837,18731,19217,1711,530.0,43.0,55019.0,6605.0,339.0,24.0
20221225,149773,15403,13355,1756,556.0,44.0,55325.0,6624.0,306.0,19.0
20221226,77310,8428,5968,481,563.0,44.0,55542.0,6642.0,217.0,18.0
20221227,203020,22063,17321,1550,582.0,52.0,55813.0,6664.0,271.0,22.0
20221228,216957,20243,9873,-943,577.0,49.0,56228.0,6685.0,415.0,21.0
20221229,192630,18372,8314,-448,565.0,47.0,56648.0,6708.0,420.0,23.0
20221230,149537,14525,-24800,-2807,574.0,48.0,56974.0,6734.0,326.0,26.0
20221231,107621,11190,-70216,-7541,588.0,46.0,57272.0,6755.0,298.0,21.0
20230101,87042,9186,-62731,-6217,592.0,45.0,57519.0,6779.0,247.0,24.0
20230102,76015,7537,-1295,-891,595.0,45.0,57730.0,6804.0,211.0,25.0
20230103,89643,9628,-113377,-12435,602.0,45.0,57958.0,6828.0,228.0,24.0
20230104,104304,10554,-112653,-9689,615.0,47.0,58183.0,6850.0,225.0,22.0
20230105,226904,20735,34274,2363,650.0,49.0,58496.0,6875.0,313.0,25.0
20230106,245542,20720,96005,6195,659.0,53.0,58952.0,6904.0,456.0,29.0
20230107,238654,19630,131033,8440,668.0,55.0,59415.0,6939.0,463.0,35.0
20230108,190538,15124,103496,5938,671.0,54.0,59822.0,6969.0,407.0,30.0
20230109,95308,8199,19293,662,648.0,55.0,60158.0,6997.0,336.0,28.0
